,index,datetime,xr,yr,zr,dtr_GPS,dtr_GAL,in_view_sat,dtr
162,0,2021-05-06 13:30:00,4642429.971085687,1028630.7128704247,4236854.690363431,2.0165676327301034e-08,1.014114930446479e-07,12,8.124581671734686e-08
163,0,2021-05-06 13:35:00,4642429.487368664,1028630.4844093365,4236854.425029259,1.697070078855687e-08,9.868433154168401e-08,12,8.171363075312714e-08
164,0,2021-05-06 13:40:00,4642429.992154876,1028630.5398247254,4236855.496317808,2.1692921527919643e-08,9.993768594083398e-08,12,7.824476441291434e-08
165,0,2021-05-06 13:45:00,4642429.891176306,1028630.4464942423,4236856.261218241,1.9987217436106472e-08,1.002040610705805e-07,11,8.021684363447402e-08
166,0,2021-05-06 13:50:00,4642430.265181451,1028630.233653339,4236856.215239246,1.7311375594689754e-08,9.666193190520852e-08,12,7.935055631051877e-08
167,0,2021-05-06 13:55:00,4642430.563748698,1028630.6462685806,4236856.75525127,2.487070803007655e-08,1.0364981768128558e-07,13,7.877910965120903e-08
168,0,2021-05-06 14:00:00,4642430.847945886,1028630.987243066,4236857.059218826,2.5115993511276077e-08,1.0367941007531477e-07,13,7.85634165640387e-08
169,0,2021-05-06 14:05:00,4642431.217188426,1028631.4323768426,4236857.503826589,2.6622677493307018e-08,1.0662313814157871e-07,13,8.000046064827169e-08
170,0,2021-05-06 14:10:00,4642431.570585719,1028631.6898691439,4236858.236777986,2.705397810943391e-08,1.0722968644136532e-07,14,8.017570833193142e-08
171,0,2021-05-06 14:15:00,4642432.111352785,1028631.8993962439,4236859.244228017,2.818540733272048e-08,1.0810333376492885e-07,13,7.991792643220838e-08
172,0,2021-05-06 14:20:00,4642432.493408154,1028632.1307341508,4236859.515753113,2.9333934552581986e-08,1.096950400698849e-07,15,8.036110551730291e-08
173,0,2021-05-06 14:25:00,4642432.097887139,1028632.0183918842,4236859.5673900815,2.8442528694753838e-08,1.0801011328277882e-07,15,7.956758458802499e-08
174,0,2021-05-06 14:30:00,4642432.405823688,1028632.2494581856,4236860.085578825,3.110415696953444e-08,1.1124932052545996e-07,14,8.014516355592553e-08
175,0,2021-05-06 14:35:00,4642432.41852269,1028631.8741968125,4236860.571171575,3.135052417117946e-08,1.0971993169332018e-07,15,7.836940752214073e-08
